id_usuario,dia_ganancias,ganancias_MXN,ganancias_USD,ganancias_CAD,ganancias_EUR
77,2025-03-14,591,645,122,7
45,2025-03-26,-631,-807,-80,-447
29,2025-02-07,473,-988,-428,-678
7,2025-01-01,-537,845,44,736
53,2025-01-20,198,890,476,651
6,2025-03-28,564,-417,-222,-190
15,2025-02-09,626,-666,-627,688
84,2025-01-19,-556,691,-472,-433
17,2025-01-01,746,835,8,678
87,2025-03-14,846,568,-497,852
94,2025-02-15,666,780,-906,407
51,2025-01-18,710,339,-277,-5
10,2025-01-14,21,-33,957,-180
7,2025-02-13,9,-907,20,-35
46,2025-03-28,-274,831,121,184
70,2025-02-27,-812,-764,148,-335
77,2025-03-28,-250,351,717,4
17,2025-03-31,347,10,-175,-957
99,2025-02-09,436,931,-277,-945
31,2025-03-25,441,-234,551,-478
84,2025-02-07,396,-830,790,368
18,2025-03-25,-203,366,732,-973
67,2025-03-02,573,-594,-2,-874
75,2025-01-08,-700,546,79,928
57,2025-03-20,693,-43,996,-684
4,2025-03-03,-109,-149,-386,-776
80,2025-02-25,-40,-414,551,-722
51,2025-01-19,948,-478,428,856
76,2025-02-06,567,175,581,584
90,2025-03-30,652,-811,-254,739
63,2025-01-25,906,-759,-453,-928
58,2025-03-22,745,-821,-356,636
80,2025-04-01,98,-554,758,783
92,2025-02-14,226,138,-466,-673
32,2025-03-15,-943,522,803,-425
24,2025-02-22,492,-362,-993,31
50,2025-03-13,-927,-301,846,-687
76,2025-01-03,-222,-610,107,-521
47,2025-02-08,998,-907,-853,-9
43,2025-03-09,-383,137,-158,220
40,2025-03-12,-211,194,95,-71
61,2025-03-12,-710,678,-309,219
74,2025-01-20,587,72,666,-982
91,2025-01-19,-191,-916,658,244
41,2025-01-06,-292,-553,-233,-894
72,2025-02-26,-926,-667,67,-731
85,2025-03-18,879,-287,67,388
33,2025-03-01,198,729,471,285
10,2025-03-01,-519,461,-336,-212
14,2025-02-24,609,-335,-75,-857
67,2025-03-11,-957,398,701,303
17,2025-01-27,-652,358,-328,857
24,2025-02-15,10,984,498,-638
26,2025-03-17,-546,570,-855,845
44,2025-03-24,904,-617,-68,-707
53,2025-04-01,613,364,-262,353
51,2025-03-26,-638,-657,356,978
28,2025-03-07,-772,-199,415,-831
96,2025-03-08,-159,803,262,-166
96,2025-01-30,277,457,-733,-856
78,2025-01-29,257,-377,964,-421
99,2025-01-02,32,964,-222,340
45,2025-03-08,361,495,-437,-640
49,2025-03-06,703,-906,563,-26
73,2025-03-20,405,332,-172,-792
72,2025-02-27,82,-959,189,-336
2,2025-03-28,-602,-899,-825,643
27,2025-02-17,136,418,-142,161
93,2025-03-30,825,-346,-796,-399
92,2025-01-20,-152,137,401,-460
67,2025-01-02,106,-336,-827,790
60,2025-03-24,-514,-830,330,240
62,2025-02-20,-360,-298,-456,58
41,2025-03-02,-943,-884,399,-560
73,2025-01-11,-333,-999,-722,114
20,2025-01-02,916,711,-724,743
3,2025-04-02,407,-382,691,-394
54,2025-01-27,-736,167,-310,-178
71,2025-02-17,-41,580,-238,-975
87,2025-04-02,258,688,159,-849
4,2025-03-29,-943,515,81,70
17,2025-03-12,-303,-471,-46,996
92,2025-02-11,587,-476,-177,-577
52,2025-01-25,-634,613,-879,519
4,2025-02-06,-715,882,123,-253
47,2025-02-12,-182,279,313,100
76,2025-01-27,-786,443,329,-646
43,2025-02-07,-105,-71,833,-844
81,2025-01-24,-856,438,440,461
80,2025-03-13,-352,-389,929,-629
92,2025-01-15,229,-485,796,420
97,2025-03-22,-916,442,-265,-650
75,2025-02-11,-756,918,62,427
26,2025-02-09,-918,404,695,-599
88,2025-03-02,-725,-389,-181,618
61,2025-01-23,768,-572,459,-247
69,2025-02-18,-784,172,648,-3
91,2025-03-24,580,-703,843,357
61,2025-02-05,446,-111,730,-521
35,2025-02-08,-352,540,720,995
36,2025-04-02,146,436,-906,-229
87,2025-02-12,404,456,601,-753
69,2025-03-31,-14,-624,-862,-494
23,2025-03-12,953,-409,-421,-932
72,2025-02-17,978,770,-487,333
65,2025-01-14,877,702,227,841
62,2025-03-02,-810,-875,716,-286
95,2025-03-19,-923,869,836,224
50,2025-02-04,-783,-932,557,-989
69,2025-03-06,899,614,-16,655
8,2025-02-26,211,392,569,-505
67,2025-01-28,1,526,730,-883
82,2025-02-01,840,-960,570,-882
72,2025-01-05,-5,-58,-32,104
47,2025-02-03,-477,932,903,-762
44,2025-02-25,875,-821,35,-428
90,2025-01-02,162,-622,-860,-354
99,2025-02-14,882,11,-45,80
46,2025-03-07,-846,283,-588,676
54,2025-01-05,-475,-874,604,307
20,2025-03-11,530,49,684,-403
48,2025-01-25,-887,327,119,-935
92,2025-02-17,299,663,-281,789
28,2025-01-25,-873,341,627,-273
44,2025-02-22,30,127,-96,706
33,2025-03-16,-49,-614,695,231
98,2025-03-16,-473,-325,256,984
64,2025-03-27,-328,-565,-754,655
33,2025-02-26,-198,608,-36,737
28,2025-01-24,-151,216,617,-355
67,2025-01-07,326,822,-643,716
99,2025-01-19,-799,538,822,49
23,2025-01-10,243,301,257,43
14,2025-01-04,431,-71,467,-550
61,2025-01-20,-418,584,-489,-13
40,2025-01-18,75,512,219,684
8,2025-02-13,54,-601,-95,484
48,2025-01-28,-356,-143,-991,-395
61,2025-02-14,-662,-944,-335,-333
86,2025-01-04,-764,993,829,-526
43,2025-03-02,248,338,-509,-90
49,2025-03-19,-96,-517,265,-537
29,2025-01-08,-386,390,945,-862
95,2025-01-27,564,353,430,-671
18,2025-01-08,-939,749,-497,489
78,2025-02-19,451,-838,-693,-588
51,2025-02-19,-423,628,-752,530
50,2025-01-25,903,964,-403,335
30,2025-03-04,56,-513,644,691
73,2025-03-18,-855,-34,687,-531
17,2025-03-23,850,360,-802,-375
73,2025-02-20,168,632,-213,-876
59,2025-01-12,-196,678,-76,-91
53,2025-01-13,198,538,-988,-260
57,2025-01-14,721,-657,-298,682
51,2025-02-22,-424,861,-457,19
13,2025-03-15,-276,-150,-15,-434
97,2025-04-02,-598,634,566,865
79,2025-03-25,-982,902,-195,-325
95,2025-02-02,-904,-64,-980,-486
82,2025-02-03,213,973,-86,-437
59,2025-01-01,833,563,-394,-202
97,2025-03-13,189,544,613,-840
34,2025-01-19,-616,-785,-594,-611
62,2025-01-30,916,-462,-820,98
43,2025-01-18,937,-985,-38,-591
81,2025-03-21,729,-795,-223,-37
79,2025-04-01,207,-175,264,750
42,2025-03-18,354,658,-147,-734
76,2025-01-14,-554,-88,508,879
7,2025-01-06,-596,865,-56,143
47,2025-02-13,-612,-647,904,501
72,2025-01-12,-125,912,-101,-995
66,2025-01-27,560,-11,387,100
75,2025-01-12,476,-928,-775,687
93,2025-02-27,-225,-478,-949,-423
39,2025-03-26,-224,-714,-925,972
63,2025-02-16,686,-1,870,746
72,2025-01-17,-951,-750,-148,758
99,2025-03-23,-808,-373,105,962
43,2025-03-24,959,-914,492,-697
74,2025-02-04,-385,554,743,-531
5,2025-03-26,-429,-886,254,291
51,2025-03-24,363,-295,-247,304
54,2025-01-09,274,888,-809,664
26,2025-02-08,414,894,210,-991
32,2025-02-13,747,-771,493,213
99,2025-03-05,25,-619,-357,911
16,2025-01-18,-20,-988,655,-221
62,2025-03-25,-673,-385,-261,907
69,2025-01-24,579,-749,-25,-929
49,2025-03-06,-33,630,102,-644
41,2025-01-19,277,-259,91,-480
59,2025-02-27,52,327,-253,4
10,2025-03-04,547,892,841,-171
9,2025-01-20,-271,347,-834,419
47,2025-01-03,-466,-436,731,56
2,2025-03-20,-22,338,470,-694
92,2025-01-29,166,307,640,-352
72,2025-02-09,998,820,-704,463
14,2025-01-10,-110,578,274,-283
44,2025-02-09,651,944,832,-642
57,2025-03-10,671,-410,-619,289
86,2025-01-21,685,-465,-298,608
73,2025-02-13,-483,570,-666,-340
34,2025-01-28,502,276,-248,571
8,2025-03-19,-770,-542,706,736
85,2025-01-27,545,815,-71,-356
48,2025-02-18,154,-156,30,263
59,2025-01-05,-367,-404,697,700
59,2025-03-25,879,553,-508,-427
24,2025-01-18,675,-837,-246,-327
69,2025-02-07,878,-416,-878,-481
41,2025-01-12,-549,-270,478,-997
52,2025-01-13,-742,-617,-593,850
25,2025-03-22,955,-629,239,-434
38,2025-02-06,-900,203,-517,124
11,2025-03-22,401,874,-366,620
55,2025-02-21,470,975,-955,-158
14,2025-02-03,-472,-868,878,-917
65,2025-01-02,930,167,-624,-998
34,2025-03-09,-212,-9,763,194
5,2025-01-18,-881,834,-513,750
3,2025-02-08,766,565,624,-66
1,2025-03-30,-249,822,306,161
3,2025-03-02,756,-273,69,-66
34,2025-03-08,717,-276,764,569
77,2025-01-02,-436,901,538,-967
74,2025-03-16,-572,-935,-407,-341
95,2025-03-10,-567,-463,-93,-569
86,2025-02-14,106,279,100,602
75,2025-03-22,95,-403,402,98
42,2025-01-26,644,858,23,124
80,2025-03-07,-793,883,368,890
24,2025-02-13,-530,-850,-977,-362
93,2025-03-22,651,176,-753,102
17,2025-01-02,561,-307,-680,397
50,2025-01-20,179,-971,518,302
81,2025-02-04,915,783,-785,-986
49,2025-01-10,544,-289,229,-872
60,2025-02-11,57,663,502,722
80,2025-03-29,170,519,181,-375
61,2025-03-15,602,-441,-990,613
80,2025-02-03,960,20,14,861
10,2025-02-13,56,559,113,779
12,2025-01-08,-152,31,77,376
89,2025-04-01,163,-577,-390,733
52,2025-01-09,314,-394,-242,-922
52,2025-02-04,-904,118,659,-633
56,2025-03-31,911,537,-911,849
32,2025-03-09,-309,-642,-861,828
95,2025-03-25,-919,-723,-103,1
28,2025-01-31,98,216,0,67
37,2025-01-30,577,-377,-620,987
79,2025-01-09,-83,224,865,68
19,2025-02-01,855,404,-394,-103
93,2025-01-19,661,145,-44,-5
57,2025-02-20,-27,-641,-93,-570
65,2025-01-15,-188,651,-40,-670
38,2025-01-31,-633,-766,-331,724
78,2025-02-08,-786,822,215,858
18,2025-03-21,-473,-468,-503,76
24,2025-01-29,303,-465,152,-593
12,2025-03-09,-128,-970,-213,-443
42,2025-01-22,713,-44,73,-577
10,2025-01-19,393,816,587,-720
76,2025-03-30,525,16,3,261
73,2025-02-23,-985,-759,685,427
67,2025-03-28,276,-673,601,100
50,2025-03-22,282,-598,557,32
44,2025-02-15,881,510,-209,-389
78,2025-01-20,557,-965,353,-115
94,2025-03-05,805,402,421,-121
52,2025-01-20,197,-361,646,-573
24,2025-01-04,183,591,536,-163
34,2025-03-25,208,257,-34,115
10,2025-01-25,376,-634,-105,327
58,2025-04-02,379,539,244,-705
79,2025-02-05,-748,-736,654,866
23,2025-03-09,256,-908,-298,-64
29,2025-03-15,-50,-551,-507,-137
99,2025-03-22,881,-923,598,-318
75,2025-02-20,-629,447,60,322
68,2025-03-11,-16,-209,554,569
84,2025-01-08,-161,-263,242,-163
26,2025-03-29,916,-424,-940,392
30,2025-03-02,383,830,806,950
52,2025-02-15,-194,-675,63,255
54,2025-02-18,186,667,683,-512
88,2025-02-10,808,91,-258,-354
44,2025-02-17,578,-85,-143,-251
16,2025-03-30,754,-836,786,-311
33,2025-01-28,-180,-677,285,890
75,2025-03-29,857,350,-412,-650
99,2025-03-16,-267,919,-315,-275
42,2025-03-07,556,-498,937,832
46,2025-02-18,-831,946,-790,467
23,2025-01-20,-128,755,225,781
75,2025-03-22,-554,755,-70,-470
6,2025-01-28,-991,431,947,632
76,2025-02-02,282,-560,-389,-735
2,2025-02-26,-293,-459,534,-752
80,2025-01-30,-2,-812,-108,-428
80,2025-01-01,-407,767,888,-177
8,2025-03-02,795,-888,780,-925
7,2025-02-08,563,-39,-397,-184
65,2025-03-31,795,-701,-468,-653
54,2025-01-18,419,489,71,132
14,2025-02-03,719,850,-563,814
69,2025-02-26,-908,198,6,120
12,2025-03-28,-721,261,-710,916
72,2025-01-21,-723,567,-324,-822
74,2025-01-03,607,946,-961,-323
74,2025-01-25,-900,307,135,-709
74,2025-01-23,749,862,546,950
9,2025-03-29,419,714,433,693
43,2025-03-02,-257,-709,-211,708
23,2025-01-19,-69,-423,547,918
51,2025-04-01,-757,-210,688,-494
59,2025-03-08,935,965,-162,827
26,2025-01-24,859,-989,-37,-988
32,2025-03-28,839,860,-572,-442
72,2025-02-05,834,442,-5,-598
15,2025-03-20,307,-531,947,-388
88,2025-01-05,-151,-207,797,934
3,2025-03-10,-948,523,340,99
87,2025-02-07,-607,-622,332,-1000
3,2025-03-05,-488,-496,-593,553
74,2025-03-02,-785,-398,250,472
67,2025-02-26,43,189,983,196
88,2025-01-10,253,711,522,-410
91,2025-03-28,-713,471,-192,-103
24,2025-03-16,245,271,-475,-655
9,2025-03-01,215,-338,-344,-442
47,2025-02-08,-963,9,713,-749
8,2025-01-15,-958,176,-782,-703
21,2025-01-04,-139,617,109,861
6,2025-01-29,867,826,144,-394
95,2025-03-22,162,-54,-261,-488
62,2025-01-22,346,-49,57,-693
60,2025-03-24,-454,-874,-49,148
60,2025-03-03,-251,846,892,-740
58,2025-03-23,-472,-632,-646,-739
70,2025-02-09,284,-80,-253,164
18,2025-02-14,463,-140,993,-316
40,2025-01-14,-402,-708,-63,806
94,2025-01-22,-155,387,521,206
49,2025-01-20,703,955,-283,780
13,2025-01-22,946,251,-810,729
10,2025-02-20,-861,-739,-615,232
27,2025-02-17,-683,185,368,128
9,2025-02-01,155,630,980,273
54,2025-01-27,308,-963,849,-880
1,2025-03-26,-317,91,-313,-73
41,2025-02-12,826,265,-1,-5
17,2025-02-18,-32,-351,-692,889
13,2025-02-17,782,343,-777,-45
79,2025-02-13,978,449,209,-138
64,2025-02-27,200,-105,-25,-280
66,2025-03-04,294,-5,-370,458
80,2025-01-11,-520,-500,839,-222
65,2025-02-18,89,219,-13,-413
49,2025-03-31,-18,-903,-740,718
77,2025-02-08,744,-819,-96,-780
58,2025-03-08,660,-804,-82,-975
64,2025-03-25,568,909,348,957
98,2025-01-13,879,-4,687,-642
90,2025-02-20,-874,-770,-454,220
30,2025-03-14,-936,112,117,154
38,2025-03-09,25,521,-862,563
88,2025-02-13,902,-560,-896,980
64,2025-01-04,-627,573,617,-24
38,2025-03-22,597,638,-995,205
39,2025-03-19,260,-522,431,-612
42,2025-02-28,817,414,470,-282
35,2025-01-26,449,-931,832,-43
28,2025-01-20,446,-635,865,-503
76,2025-02-23,73,-128,828,101
53,2025-03-09,-790,809,237,-426
35,2025-02-03,-107,-469,843,-545
25,2025-04-02,618,146,154,600
7,2025-02-24,-37,-768,-934,-502
14,2025-04-01,991,629,-181,276
92,2025-01-09,-694,-596,-949,143
21,2025-03-05,-147,-617,-198,962
59,2025-03-21,942,-456,-656,-572
6,2025-03-22,-189,728,-767,-392
26,2025-04-01,-691,-416,-396,43
4,2025-01-04,-829,5,-436,875
43,2025-03-19,239,150,461,755
79,2025-01-09,8,524,509,-808
37,2025-02-25,699,860,102,-312
30,2025-01-03,-221,-641,-69,544
54,2025-02-18,-799,715,-34,529
28,2025-01-25,12,230,281,-162
57,2025-03-19,939,686,-355,-222
92,2025-02-04,-846,-551,-447,713
36,2025-01-25,955,367,-907,718
23,2025-03-22,-321,473,-623,558
34,2025-03-31,-712,116,-481,782
56,2025-03-19,864,-163,-96,903
71,2025-01-13,264,-139,372,159
26,2025-04-02,-70,290,-683,-919
71,2025-01-20,346,-620,-76,-101
7,2025-04-01,364,506,925,-321
8,2025-01-07,-158,18,-522,204
49,2025-01-07,-244,765,108,452
99,2025-03-15,-196,980,-694,971
65,2025-04-01,90,755,-29,552
68,2025-02-24,663,-27,170,148
68,2025-01-25,-7,-71,526,-355
27,2025-04-02,884,-51,-858,-100
40,2025-01-15,-467,-475,-34,-77
74,2025-02-03,28,402,218,788
60,2025-04-01,151,399,85,-6
86,2025-03-01,-261,269,-741,-496
50,2025-02-16,2,-931,-276,646
36,2025-02-03,956,-411,531,386
52,2025-01-05,596,561,-310,829
99,2025-03-15,-813,-227,341,84
56,2025-02-03,237,240,337,783
14,2025-01-03,244,663,-170,-998
52,2025-02-11,42,261,837,578
86,2025-03-06,-159,-281,-718,904
81,2025-02-04,621,679,-981,-383
54,2025-01-28,-447,877,-942,-773
40,2025-03-23,517,-306,-36,79
95,2025-03-02,-130,727,64,-825
72,2025-01-28,-178,-345,-604,-846
71,2025-03-23,-728,-30,-805,770
58,2025-01-04,-533,-496,793,194
93,2025-01-12,216,111,-611,-671
74,2025-03-04,732,992,686,624
81,2025-01-03,-18,606,-146,-598
53,2025-03-16,654,-578,-525,754
78,2025-02-03,142,577,-651,-688
22,2025-02-05,112,775,-701,-4
34,2025-04-01,-487,106,805,-966
2,2025-02-12,-68,258,649,-399
8,2025-01-04,-775,825,105,501
4,2025-01-21,665,-304,194,-361
54,2025-03-20,595,-287,-592,987
90,2025-02-01,581,738,-133,132
99,2025-03-16,-38,-821,178,-97
94,2025-01-15,-104,559,874,800
31,2025-03-21,679,472,-672,-400
9,2025-02-13,67,996,630,746
66,2025-02-10,-651,359,956,639
36,2025-01-01,-959,-268,-777,624
40,2025-02-09,669,-50,621,69
6,2025-03-31,-478,521,-447,-704
39,2025-02-02,-199,258,-446,-898
75,2025-02-14,-159,-296,-272,621
79,2025-01-21,158,238,17,937
3,2025-02-10,-711,630,-984,166
63,2025-02-09,735,464,-407,-693
81,2025-03-25,142,-289,-698,323
17,2025-02-10,810,907,-709,-497
25,2025-03-17,694,767,-872,-234
65,2025-01-27,-313,-632,992,40
60,2025-02-25,88,-253,481,-974
43,2025-01-14,-536,208,296,918
25,2025-02-23,643,738,568,559
30,2025-03-05,-188,-20,-622,101
41,2025-01-18,-320,709,866,-544
20,2025-02-08,407,-578,380,77
91,2025-02-20,-502,728,87,599
7,2025-02-15,-631,709,-250,750
83,2025-03-30,592,-939,-146,60
19,2025-02-22,219,-63,224,342
7,2025-04-01,-589,-204,860,283
51,2025-03-05,500,-182,737,446
20,2025-02-27,203,-292,-382,200
68,2025-04-02,131,363,-220,-121
46,2025-03-31,-754,-342,-811,637
53,2025-03-23,-156,453,-906,-858
41,2025-03-23,368,752,59,393
60,2025-01-22,195,336,-71,-173
34,2025-02-05,488,331,-696,126
55,2025-03-05,-586,692,400,-842
94,2025-01-11,480,-687,-441,-105
33,2025-01-15,-244,-772,618,343
19,2025-03-24,754,587,418,-211
42,2025-01-26,907,462,316,671
11,2025-03-29,-505,601,-370,48
23,2025-01-16,286,-906,462,-422
8,2025-03-06,261,626,151,188
63,2025-01-07,536,-791,441,-26
58,2025-01-13,-290,46,-730,-519
70,2025-03-15,159,338,996,-330
17,2025-02-23,714,-548,-760,631
90,2025-04-02,929,-325,894,290
71,2025-02-15,133,-704,451,224
92,2025-01-23,836,-210,-548,533
88,2025-02-07,818,503,0,603
69,2025-01-31,-835,774,86,-718
89,2025-02-14,-372,-596,-467,210
44,2025-01-09,-744,139,525,181
22,2025-01-31,-899,496,855,196
12,2025-03-15,-749,-604,942,-174
82,2025-02-17,385,-850,590,571
48,2025-03-18,476,-555,414,-531
71,2025-01-30,160,604,733,487
64,2025-03-03,868,96,56,816
17,2025-02-07,-174,-471,-722,818
26,2025-01-09,848,-701,-707,-710
52,2025-01-11,365,181,715,-435
75,2025-02-10,413,960,820,961
74,2025-01-15,960,-546,-603,-269
57,2025-02-13,72,-877,-652,683
43,2025-02-15,-242,-339,-34,-574
71,2025-01-15,-534,134,-92,-298
98,2025-02-11,-577,74,178,72
82,2025-01-31,959,393,650,156
69,2025-03-20,54,-564,397,-335
43,2025-02-28,947,-80,667,-494
57,2025-01-25,-92,-372,-775,300
14,2025-02-26,961,-509,-536,-681
40,2025-02-27,-700,-660,-489,-479
39,2025-02-07,618,120,-892,-697
53,2025-01-17,65,767,-422,-820
61,2025-01-11,-219,-886,145,771
70,2025-02-15,-575,-777,638,-188
82,2025-03-23,-587,260,552,951
53,2025-02-04,-841,-411,544,752
54,2025-01-20,182,-287,-187,-179
26,2025-03-29,203,-924,978,-255
20,2025-01-27,-539,386,-143,-397
6,2025-03-16,-590,-752,-621,-425
48,2025-01-15,134,268,356,-483
77,2025-03-10,-824,-278,-327,-359
94,2025-04-01,-899,516,121,-845
3,2025-02-11,-549,-229,-57,208
2,2025-01-16,782,-953,-310,-725
10,2025-01-10,-884,353,-643,-495
65,2025-02-04,668,-785,716,-380
36,2025-02-21,-70,917,-686,129
24,2025-02-23,580,-283,-450,-974
41,2025-01-15,-454,754,71,597
16,2025-02-11,143,423,47,-745
63,2025-01-20,32,595,855,-805
62,2025-02-15,-124,85,492,-166
34,2025-01-12,-862,-528,-709,522
40,2025-02-02,-856,951,789,256
11,2025-02-19,494,91,155,92
59,2025-01-17,62,13,-345,153
1,2025-01-01,978,-777,484,201
24,2025-01-16,496,-723,-381,850
22,2025-03-26,712,409,743,-514
34,2025-03-13,-441,309,-708,-341
86,2025-03-05,308,206,-772,580
7,2025-01-23,-176,603,-760,-275
76,2025-01-07,742,-856,650,-656
1,2025-02-21,-106,-53,951,-824
55,2025-01-07,-720,-512,468,-582
61,2025-02-17,311,-161,615,-464
60,2025-04-01,-705,-57,-518,-255
95,2025-01-30,501,181,975,-550
53,2025-03-20,375,818,737,886
45,2025-03-10,-580,-755,-590,735
63,2025-02-15,-342,-243,688,-487
38,2025-03-19,836,77,941,600
29,2025-03-02,-353,-786,102,-707
76,2025-01-20,881,225,-613,-557
92,2025-02-08,176,284,-556,-756
97,2025-01-25,-603,892,-994,353
84,2025-01-29,-597,-308,14,-962
64,2025-02-28,309,-965,-514,-501
38,2025-02-01,593,-423,912,-631
13,2025-01-25,40,56,-528,813
23,2025-03-15,649,-427,922,-565
84,2025-01-17,9,115,822,-926
27,2025-01-15,934,-494,532,-402
82,2025-01-27,972,133,-198,651
74,2025-03-31,-620,-359,476,525
44,2025-03-23,-875,-206,-44,-81
70,2025-03-09,-381,-811,639,424
32,2025-02-17,707,-120,-310,686
54,2025-02-05,-428,-106,-800,-284
32,2025-02-23,-574,97,862,-273
34,2025-03-14,-34,443,790,-676
5,2025-03-31,753,-137,836,-603
34,2025-02-25,574,628,885,-19
37,2025-02-27,775,787,-485,628
92,2025-01-09,538,325,211,-523
72,2025-03-27,367,887,-511,-717
81,2025-03-24,-143,-343,-758,-617
27,2025-02-02,724,605,898,-137
92,2025-03-12,-80,685,-204,-125
36,2025-02-27,-290,-296,445,-814
84,2025-03-22,261,-185,-313,-756
69,2025-01-10,403,-879,-105,-690
32,2025-02-11,-765,-52,215,118
20,2025-03-08,-211,321,-691,536
21,2025-02-04,-745,124,495,-898
48,2025-02-12,876,-489,-415,-728
40,2025-01-06,-412,148,285,31
52,2025-04-01,-963,-944,389,368
85,2025-02-08,850,-372,482,-419
33,2025-03-16,-889,511,-220,569
79,2025-02-04,-685,456,-941,-491
61,2025-02-25,135,746,-603,995
41,2025-01-14,-680,547,439,334
43,2025-01-19,-945,173,954,370
44,2025-02-17,-791,-817,-797,-320
48,2025-01-23,-768,-460,-883,-569
28,2025-01-14,-972,-173,25,-326
55,2025-03-18,-511,-759,-867,-220
22,2025-02-04,243,15,-539,620
76,2025-02-08,506,-41,882,-565
19,2025-03-16,-430,-60,-33,556
55,2025-02-01,135,-699,-401,-186
73,2025-01-09,-270,595,-374,112
1,2025-03-04,-340,-34,-526,-575
25,2025-02-11,-816,268,-587,-538
91,2025-01-12,-780,510,-379,-687
20,2025-01-05,176,-349,-691,-471
19,2025-03-23,-713,-341,-299,185
23,2025-02-04,-719,153,980,340
36,2025-03-05,-976,527,-332,-462
85,2025-03-18,-293,487,-291,-562
18,2025-02-06,-936,177,449,-918
39,2025-01-31,-540,107,411,-556
77,2025-03-21,-53,-246,-331,600
75,2025-03-17,-330,404,-938,-283
15,2025-03-14,522,-483,773,-50
13,2025-03-01,-523,138,465,253
14,2025-03-04,341,-434,-351,-909
80,2025-01-12,24,903,-28,273
44,2025-01-02,268,-398,860,-634
6,2025-02-23,822,644,182,770
97,2025-01-15,-402,-777,-85,-279
58,2025-01-25,335,906,-748,756
3,2025-01-03,264,593,-45,-341
27,2025-01-24,-321,-246,322,-856
87,2025-03-15,-599,-402,-145,-811
57,2025-01-15,728,-176,-668,-665
57,2025-02-22,834,575,661,-688
55,2025-02-20,363,612,600,570
28,2025-02-08,-350,387,374,965
53,2025-03-18,869,-224,-680,62
28,2025-01-15,-314,552,419,184
36,2025-03-24,-386,349,-44,120
54,2025-03-10,-324,244,127,635
61,2025-03-21,-970,335,-243,-286
91,2025-02-01,-99,-448,-332,534
34,2025-02-16,207,446,630,-221
39,2025-02-01,481,794,805,-238
57,2025-02-26,-959,-997,71,89
58,2025-03-09,832,22,-889,-172
9,2025-01-04,540,41,386,698
40,2025-02-21,99,546,974,-165
68,2025-02-15,-929,-294,-406,51
69,2025-01-11,624,455,187,714
98,2025-02-25,-233,943,-147,-112
63,2025-02-04,638,-674,131,-442
87,2025-03-09,219,-619,-469,867
77,2025-03-25,310,-234,862,-667
73,2025-03-26,-605,100,-959,-42
86,2025-01-17,410,-262,448,-618
51,2025-01-17,-97,-962,464,397
98,2025-03-31,942,245,-871,125
49,2025-03-19,318,826,135,-894
66,2025-01-01,-189,-375,-384,-659
29,2025-03-02,-704,142,219,-454
94,2025-03-23,-368,295,850,-221
29,2025-03-29,-320,-395,747,994
53,2025-01-24,515,395,-242,219
34,2025-02-13,-965,273,-677,960
44,2025-02-19,-417,679,-586,926
60,2025-03-21,643,-783,-398,951
36,2025-02-22,-140,428,-416,352
13,2025-03-21,-36,634,128,-865
24,2025-01-02,-957,-752,-18,48
12,2025-02-25,648,170,-658,139
60,2025-02-25,795,-825,-533,570
48,2025-01-28,368,-471,468,814
68,2025-03-28,211,902,647,-929
31,2025-01-06,583,615,-281,988
48,2025-01-20,-284,526,-596,-814
22,2025-02-17,-63,-165,-692,-330
94,2025-03-23,197,257,463,809
18,2025-01-09,903,-808,-995,-157
49,2025-01-08,-510,-982,117,-600
69,2025-03-02,78,-591,988,707
71,2025-02-25,-96,-258,-67,965
19,2025-01-16,928,-713,158,660
4,2025-03-06,352,301,-550,-236
4,2025-03-19,-116,-58,460,515
3,2025-01-21,317,-84,-305,-10
97,2025-01-24,13,341,132,965
55,2025-02-05,709,-465,574,-444
14,2025-03-15,-180,-426,950,-260
10,2025-01-11,-429,-352,913,593
53,2025-02-06,-202,-508,-661,235
64,2025-03-22,-655,-236,806,-393
9,2025-02-22,-362,966,839,-638
82,2025-01-22,-63,-971,-189,-974
36,2025-02-05,967,162,759,-487
36,2025-02-11,-319,-915,280,288
24,2025-02-01,882,-850,276,151
84,2025-03-08,821,-268,-680,357
2,2025-01-22,47,-334,757,-151
34,2025-02-05,-933,807,-301,-253
53,2025-03-13,-825,537,-415,-616
53,2025-03-01,-716,371,88,21
91,2025-03-31,-261,-898,-812,322
31,2025-02-10,187,-549,936,991
69,2025-01-29,-297,-697,-999,-540
4,2025-01-10,523,-517,277,543
68,2025-03-04,146,-705,748,-655
54,2025-03-17,642,622,275,296
84,2025-03-17,533,-741,-598,565
57,2025-03-12,-915,-408,-899,490
35,2025-03-18,-396,-452,874,-510
59,2025-02-04,130,454,59,-941
78,2025-03-02,-626,-434,-228,-312
95,2025-02-05,727,814,-573,-501
89,2025-02-07,-1000,-624,-483,935
93,2025-02-02,162,511,179,651
81,2025-03-19,-265,-139,558,-466
40,2025-03-27,146,-960,777,-180
6,2025-01-19,676,303,-148,-868
2,2025-02-04,-234,-333,102,-659
53,2025-02-12,-194,793,656,360
39,2025-01-24,477,-701,-167,-814
53,2025-03-02,359,-436,45,-125
61,2025-03-07,514,-672,-726,346
1,2025-03-25,648,69,300,-357
74,2025-01-10,-577,-359,444,551
98,2025-01-07,-22,392,55,435
7,2025-03-25,-871,-120,-5,-434
27,2025-03-04,-137,-239,-295,-312
36,2025-03-29,-293,325,603,382
